id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
FIT0374,"Django, GCP, Linux, React, TypeScript","ETL, GCP, GraphQL, Hadoop, R",Masters,1.7,1.0,0.0,0.361,"Django, Linux, React, TypeScript"
FIT0375,"GCP, Java, Pandas, Python, R, SQL","Airflow, Flask, Git, Hadoop, JavaScript, Node.js, Tableau",Masters,3.4,0.0,1.0,0.312,"GCP, Java, Pandas, Python, R, SQL"
FIT0376,"AWS, Django, GraphQL, Power BI, TypeScript","Airflow, Docker, ETL, GraphQL, Java, Node.js, PyTorch, Python, SQL, Scikit-learn",Masters,2.6,1.0,0.0,0.388,"AWS, Django, Power BI, TypeScript"
FIT0377,"ETL, Power BI, REST, TensorFlow, TypeScript","AWS, Java, JavaScript, NumPy, React",Bachelors,4.1,0.0,1.0,0.273,"ETL, Power BI, REST, TensorFlow, TypeScript"
FIT0378,"Azure, Docker, ETL, GCP, Java, TensorFlow, TypeScript","GCP, JavaScript, Kubernetes, R, REST, Scikit-learn",Bachelors,3.7,1.0,0.0,0.361,"Azure, Docker, ETL, Java, TensorFlow, TypeScript"
FIT0379,"Airflow, Flask, Git, GraphQL, R, Scikit-learn","Azure, Kubernetes, Linux, PyTorch, Python, Spark",Bachelors,1.5,0.0,0.0,0.195,"Airflow, Flask, Git, GraphQL, R, Scikit-learn"
FIT0380,"ETL, Flask, GraphQL, Java, JavaScript, Node.js, Pandas, TypeScript","Django, GraphQL, Power BI, REST, SQL, TypeScript",Bachelors,2.9,2.0,1.0,0.437,"ETL, Flask, Java, JavaScript, Node.js, Pandas"
FIT0381,"Docker, ETL, Hadoop, Spark, Tableau","Django, Pandas, SQL, Spark",No Degree,6.1,1.0,0.0,0.433,"Docker, ETL, Hadoop, Tableau"
FIT0382,"AWS, Django, Git, Kubernetes, Node.js, SQL","AWS, Azure, Django, Excel, Git, PyTorch, R, Scikit-learn, Spark",Bachelors,2.2,3.0,1.0,0.516,"Kubernetes, Node.js, SQL"
FIT0383,"AWS, Airflow, Azure, GraphQL, R, Spark, TypeScript","Airflow, GraphQL, NumPy, SQL",Masters,4.8,2.0,1.0,0.554,"AWS, Azure, R, Spark, TypeScript"
FIT0384,"Django, Git, Linux, Node.js, NumPy, REST, Spark","Azure, Excel, GCP, Node.js, Pandas, Power BI",Masters,0.4,1.0,1.0,0.322,"Django, Git, Linux, NumPy, REST, Spark"
FIT0385,"Docker, GCP, React, Tableau, TensorFlow","GCP, GraphQL, NumPy, PyTorch, Python, Scikit-learn, TensorFlow",,3.1,2.0,0.0,0.503,"Docker, React, Tableau"
FIT0386,"CI/CD, Docker, Flask, Hadoop, React","Azure, Excel, Hadoop, Power BI, REST, Spark",PhD,5.3,1.0,1.0,0.469,"CI/CD, Docker, Flask, React"
FIT0387,"Azure, ETL, Flask, JavaScript, Kubernetes, TensorFlow","AWS, Airflow, ETL, Excel, GCP, GraphQL, Linux, Scikit-learn",Bachelors,2.5,1.0,0.0,0.325,"Azure, Flask, JavaScript, Kubernetes, TensorFlow"
FIT0388,"Airflow, Azure, Hadoop, Tableau, TypeScript","AWS, Docker, GCP, GraphQL, Linux, Power BI, Scikit-learn, Spark",Masters,1.0,0.0,1.0,0.24,"Airflow, Azure, Hadoop, Tableau, TypeScript"
FIT0389,"Django, Docker, Git, Linux, Pandas, Power BI, R, SQL","Airflow, Django, Flask, Kubernetes, Node.js, React, Spark",,,1.0,0.0,0.43,"Docker, Git, Linux, Pandas, Power BI, R, SQL"
FIT0390,"Docker, Git, Node.js, PyTorch, Python","JavaScript, Python, REST, SQL, Spark",Bachelors,4.9,1.0,0.0,0.397,"Docker, Git, Node.js, PyTorch"
FIT0391,"Airflow, Node.js, NumPy, Power BI, PyTorch, SQL","Airflow, Django, Flask, Git, GraphQL, Java, JavaScript, Node.js, Python, Scikit-learn",Bachelors,4.4,2.0,0.0,0.482,"NumPy, Power BI, PyTorch, SQL"
FIT0392,"Azure, CI/CD, JavaScript, Kubernetes, Node.js, Power BI, R, React","Django, Excel, Git, Hadoop, Python, TensorFlow",Bachelors,1.9,0.0,0.0,0.207,"Azure, CI/CD, JavaScript, Kubernetes, Node.js, Power BI, R, React"
FIT0393,"AWS, Airflow, Azure, Java, PyTorch, Python, TypeScript","AWS, Azure, GraphQL, Power BI, R, React, SQL, Scikit-learn, Tableau, TensorFlow",,,2.0,,0.428,"Airflow, Java, PyTorch, Python, TypeScript"
FIT0394,"AWS, Excel, GraphQL, Hadoop, NumPy, Python, R, SQL","Airflow, Git, Linux, Node.js, Pandas, PyTorch, React, TensorFlow, TypeScript",Bachelors,3.6,0.0,1.0,0.258,"AWS, Excel, GraphQL, Hadoop, NumPy, Python, R, SQL"
FIT0395,"AWS, Airflow, Power BI, PyTorch, React","Airflow, CI/CD, Flask, GCP, Linux, R, React, Spark, Tableau",Masters,3.6,2.0,1.0,0.518,"AWS, Power BI, PyTorch"
FIT0396,"Azure, GraphQL, Java, JavaScript, R","Hadoop, Node.js, NumPy, R, REST, SQL, Spark",Bachelors,4.0,1.0,1.0,0.37,"Azure, GraphQL, Java, JavaScript"
FIT0397,"Azure, Docker, Flask, Linux, R, Tableau","Airflow, CI/CD, Docker, GraphQL, Hadoop, Linux, Pandas, TypeScript",Masters,0.0,2.0,0.0,0.41,"Azure, Flask, R, Tableau"
FIT0398,"Airflow, Docker, Git, GraphQL, JavaScript, SQL, Spark","Docker, NumPy, PyTorch, SQL",Bachelors,2.8,2.0,0.0,0.434,"Airflow, Git, GraphQL, JavaScript, Spark"
FIT0399,"AWS, Azure, Django, ETL, Tableau, TypeScript","Azure, CI/CD, Django, Git, GraphQL, Hadoop, Pandas, R, REST, React",Bachelors,2.8,2.0,0.0,0.434,"AWS, ETL, Tableau, TypeScript"
FIT0400,"AWS, Django, Excel, GCP, Git, Spark","Docker, GCP, Git, Kubernetes, Linux, Node.js, Power BI, Python, Tableau, TypeScript",Masters,2.0,2.0,0.0,0.47,"AWS, Django, Excel, Spark"
FIT0401,"Azure, NumPy, PyTorch, REST, TypeScript","AWS, Azure, GCP, GraphQL, JavaScript, Kubernetes, Python, SQL, TensorFlow",PhD,3.5,1.0,0.0,0.415,"NumPy, PyTorch, REST, TypeScript"
FIT0402,"AWS, Airflow, CI/CD, Java, Kubernetes, Pandas, Python, Tableau","ETL, Excel, JavaScript, PyTorch, REST",Masters,1.3,0.0,0.0,0.249,"AWS, Airflow, CI/CD, Java, Kubernetes, Pandas, Python, Tableau"
FIT0403,"Node.js, Python, REST, Scikit-learn, Tableau, TensorFlow",,Bachelors,3.8,1.0,0.0,0.364,"Python, REST, Scikit-learn, Tableau, TensorFlow"
FIT0404,"Excel, NumPy, Power BI, R, Spark","AWS, Airflow, Django, ETL, Java, Scikit-learn",Bachelors,5.2,0.0,1.0,0.306,"Excel, NumPy, Power BI, R, Spark"
FIT0405,"ETL, Node.js, Pandas, React, TypeScript","AWS, Airflow, Azure, CI/CD, Django, Docker, PyTorch, React",,3.3,,0.0,0.349,"ETL, Node.js, Pandas, TypeScript"
FIT0406,"Django, Docker, Excel, Git, NumPy, PyTorch, Python, REST","CI/CD, Docker, GCP, Node.js, NumPy, Power BI, Python, REST, TensorFlow",Bachelors,3.9,4.0,0.0,0.667,"Django, Excel, Git, PyTorch"
FIT0407,"Airflow, Django, Pandas, R, SQL","Django, Hadoop, Power BI, Spark, Tableau",Bachelors,2.5,1.0,0.0,0.325,"Airflow, Pandas, R, SQL"
FIT0408,,"Django, Flask, GCP, GraphQL, Hadoop, Node.js, Python, R, Spark",Masters,3.8,4.0,0.0,0.724,"Azure, Git"
,"GCP, Git, GraphQL, Java, REST, SQL","GCP, Hadoop, Java, Node.js, PyTorch, Python, REST, Scikit-learn",Masters,,3.0,0.0,0.672,"Git, GraphQL, SQL"
FIT0410,"Docker, Excel, GraphQL, Python, R, SQL","Azure, Django, JavaScript, Pandas, Power BI, Python, REST, Scikit-learn, TensorFlow",Bachelors,4.9,1.0,0.0,0.397,"Docker, Excel, GraphQL, R, SQL"
FIT0411,"Airflow, Docker, GCP, Git, Node.js, Spark","Airflow, Flask, Kubernetes, Power BI, REST, React, SQL, Tableau, TensorFlow",Bachelors,5.3,,0.0,0.409,"Docker, GCP, Git, Node.js, Spark"
FIT0412,"Airflow, Hadoop, Linux, Node.js, Pandas, REST, TypeScript",,Bachelors,4.1,1.0,1.0,0.373,"Airflow, Linux, Node.js, Pandas, REST, TypeScript"
FIT0413,"GraphQL, Kubernetes, Python, Tableau, TensorFlow","Flask, Pandas, SQL, Scikit-learn",Bachelors,4.5,0.0,0.0,0.285,"GraphQL, Kubernetes, Python, Tableau, TensorFlow"
FIT0414,"AWS, CI/CD, Git, Kubernetes, Linux, R, REST, Spark","Azure, ETL, NumPy, R",Bachelors,3.7,1.0,0.0,0.361,"AWS, CI/CD, Git, Kubernetes, Linux, REST, Spark"
FIT0415,"AWS, Azure, PyTorch, R, SQL, Spark","Git, Hadoop, Pandas, R",Bachelors,2.6,1.0,1.0,0.328,"AWS, Azure, PyTorch, SQL, Spark"
FIT0416,"Azure, Docker, Java, JavaScript, Scikit-learn, Tableau","Airflow, Excel, Pandas, Scikit-learn, Spark",PhD,0.9,1.0,0.0,0.337,"Azure, Docker, Java, JavaScript, Tableau"
FIT0417,"Azure, JavaScript, Kubernetes, Node.js, Pandas, Power BI","Azure, GraphQL, Pandas, TypeScript",Bachelors,2.3,2.0,0.0,0.419,"JavaScript, Kubernetes, Node.js, Power BI"
FIT0418,"Azure, Java, Scikit-learn, Tableau, TensorFlow","Airflow, CI/CD, Docker, Excel, Git, GraphQL, Kubernetes, SQL",Masters,1.5,0.0,0.0,0.255,"Azure, Java, Scikit-learn, Tableau, TensorFlow"
FIT0419,"AWS, Azure, CI/CD, ETL, Flask, Pandas, React","Excel, Flask, GraphQL, Hadoop, Kubernetes, Python, React, Spark, Tableau, TypeScript",Masters,2.8,2.0,0.0,0.494,"AWS, Azure, CI/CD, ETL, Pandas"
FIT0420,"Airflow, Linux, Pandas, PyTorch, R, SQL, Spark","AWS, Linux, Scikit-learn, Tableau",PhD,5.6,1.0,1.0,0.478,"Airflow, Pandas, PyTorch, R, SQL, Spark"
FIT0421,"Azure, Django, Flask, GraphQL, Java, Node.js, Spark","AWS, CI/CD, Flask, GCP, Hadoop, Kubernetes, Node.js, Spark, Tableau, TypeScript",Bachelors,5.7,3.0,1.0,0.621,"Azure, Django, GraphQL, Java"
FIT0422,"ETL, Java, Linux, Node.js, Python, Spark","Docker, JavaScript, Kubernetes, Pandas, Power BI, PyTorch, REST, SQL, Spark, TensorFlow",Masters,3.7,1.0,0.0,0.421,"ETL, Java, Linux, Node.js, Python"
FIT0423,"Kubernetes, Linux, PyTorch, REST, Scikit-learn, TensorFlow","CI/CD, Git, Hadoop, Java, NumPy, Pandas, Power BI, Spark, Tableau",Masters,0.0,0.0,0.0,0.21,"Kubernetes, Linux, PyTorch, REST, Scikit-learn, TensorFlow"
FIT0424,"AWS, Excel, Flask, NumPy, Power BI, Spark, Tableau, TypeScript","AWS, GraphQL, Spark, TensorFlow",Bachelors,8.7,2.0,1.0,0.611,"Excel, Flask, NumPy, Power BI, Tableau, TypeScript"
FIT0425,"Azure, Django, Docker, ETL, R","CI/CD, Git, Java, JavaScript, Tableau",No Degree,2.8,0.0,0.0,0.234,"Azure, Django, Docker, ETL, R"
FIT0426,"Git, GraphQL, Hadoop, Kubernetes, Python, R, Tableau, TypeScript","Excel, Flask, GraphQL, Hadoop, Java, Linux, Power BI",Bachelors,4.1,2.0,0.0,0.473,"Git, Kubernetes, Python, R, Tableau, TypeScript"
FIT0427,"AWS, ETL, GraphQL, Linux, Node.js, NumPy, PyTorch","CI/CD, GraphQL, Java, Kubernetes, Node.js, Power BI, Python, R, Scikit-learn, TypeScript",Masters,3.4,2.0,1.0,0.512,"AWS, ETL, Linux, NumPy, PyTorch"
FIT0428,"Django, Flask, Linux, Node.js, Python","Airflow, Flask, GCP, NumPy, Power BI, SQL",Masters,3.6,1.0,1.0,0.418,"Django, Linux, Node.js, Python"
FIT0429,"AWS, ETL, Hadoop, JavaScript, Linux, Node.js, Spark",,Masters,5.1,0.0,1.0,0.363,"AWS, ETL, Hadoop, JavaScript, Linux, Node.js, Spark"
fit0430,"aws, docker, excel, gcp, javascript, pytorch, sql, tensorflow","django, gcp, hadoop, linux",bachelors,4.5,1.0,,0.385,"aws, docker, excel, javascript, pytorch, sql, tensorflow"
FIT0431,"Django, GraphQL, JavaScript, Node.js, Tableau","Airflow, Excel, Power BI, PyTorch",Masters,6.5,0.0,0.0,0.405,"Django, GraphQL, JavaScript, Node.js, Tableau"
FIT0432,"Azure, Flask, R, SQL, Spark","AWS, Excel, GraphQL, Java, Linux, Pandas, Python, Spark",Masters,0.7,1.0,0.0,0.331,"Azure, Flask, R, SQL"
FIT0433,"Django, Docker, GraphQL, SQL, Tableau","Flask, GCP, Git, GraphQL, Power BI, PyTorch",Bachelors,5.1,1.0,0.0,0.403,"Django, Docker, SQL, Tableau"
FIT0434,"Django, ETL, Git, Hadoop, REST, React, Tableau","GraphQL, Kubernetes, Pandas, PyTorch",Masters,0.8,0.0,0.0,0.234,"Django, ETL, Git, Hadoop, REST, React, Tableau"
FIT0435,"AWS, Airflow, Kubernetes, Node.js, Python, R, SQL, TypeScript","Django, Flask, Git, Java, Node.js, NumPy, PyTorch, R, Spark, TypeScript",Bachelors,3.9,3.0,0.0,0.567,"AWS, Airflow, Kubernetes, Python, SQL"
FIT0436,"GCP, Node.js, PyTorch, REST, SQL, TensorFlow","AWS, CI/CD, Django, Hadoop, REST, SQL, TypeScript",Bachelors,2.7,2.0,1.0,0.431,"GCP, Node.js, PyTorch, TensorFlow"
FIT0437,"ETL, Flask, Git, JavaScript, NumPy, PyTorch, SQL","Airflow, Docker, JavaScript, Kubernetes, NumPy, Power BI, PyTorch, Scikit-learn",PhD,3.1,3.0,1.0,0.603,"ETL, Flask, Git, SQL"
FIT0438,"GraphQL, Java, Linux, Pandas, Python, REST","AWS, Airflow, Flask, GraphQL, JavaScript, Kubernetes, Node.js, React, Tableau, TypeScript",Bachelors,0.9,1.0,0.0,0.277,"Java, Linux, Pandas, Python, REST"
FIT0439,"Excel, JavaScript, Pandas, Power BI, React","ETL, Flask, GCP, GraphQL, Hadoop, Node.js, NumPy, Pandas, React, TensorFlow",Bachelors,3.9,2.0,0.0,0.467,"Excel, JavaScript, Power BI"
FIT0440,"AWS, Azure, Django, Power BI, TensorFlow","Airflow, ETL, GCP, Hadoop, SQL, TensorFlow, TypeScript",Masters,6.7,1.0,1.0,0.511,"AWS, Azure, Django, Power BI"
FIT0441,"Airflow, Excel, Kubernetes, Linux, React","Airflow, Docker, ETL, Node.js, PyTorch, SQL, Spark, TensorFlow",Masters,2.4,1.0,1.0,0.382,"Excel, Kubernetes, Linux, React"
FIT0442,"Airflow, Azure, Django, Docker, Flask, React, TensorFlow, TypeScript","CI/CD, Docker, Excel, NumPy, Power BI, TensorFlow",Bachelors,5.6,2.0,1.0,0.518,"Airflow, Azure, Django, Flask, React, TypeScript"
FIT0443,"Airflow, Django, Git, Power BI, PyTorch, R, SQL, Spark",,Bachelors,2.1,1.0,1.0,0.313,"Django, Git, Power BI, PyTorch, R, SQL, Spark"
FIT0444,"GraphQL, Java, NumPy, PyTorch, React, Tableau","AWS, Docker, Excel, Git, Hadoop, NumPy, Pandas, Tableau, TensorFlow",PhD,4.9,2.0,0.0,0.557,"GraphQL, Java, PyTorch, React"
FIT0445,"AWS, Git, Python, React, Tableau","AWS, Airflow, CI/CD, ETL, Kubernetes, Node.js, Spark",Bachelors,1.5,1.0,0.0,0.295,"Git, Python, React, Tableau"
FIT0446,"ETL, Excel, GCP, Pandas, Python, R, TensorFlow","AWS, CI/CD, ETL, Flask, GCP, Spark, TypeScript",Bachelors,3.5,2.0,0.0,0.455,"Excel, Pandas, Python, R, TensorFlow"
FIT0447,"Airflow, Django, Excel, Hadoop, Pandas, React","Django, Flask, Hadoop, Java, Linux, Python, React, TypeScript",Masters,0.9,3.0,0.0,0.537,"Airflow, Excel, Pandas"
FIT0448,"Docker, Flask, GCP, Hadoop, Pandas, Scikit-learn, Spark","Airflow, CI/CD, Java, Kubernetes, Node.js, PyTorch, React",Bachelors,2.9,0.0,0.0,0.237,"Docker, Flask, GCP, Hadoop, Pandas, Scikit-learn, Spark"
FIT0449,"Docker, Excel, GCP, Git, Hadoop, R, React, TypeScript","CI/CD, Django, PyTorch, Scikit-learn, Spark",Bachelors,3.3,0.0,0.0,0.249,"Docker, Excel, GCP, Git, Hadoop, R, React, TypeScript"
FIT0450,"Excel, GraphQL, Java, Node.js, TensorFlow","Flask, Java, Power BI, Spark",Bachelors,0.0,1.0,1.0,0.25,"Excel, GraphQL, Node.js, TensorFlow"
FIT0451,"Airflow, Docker, Excel, GraphQL, PyTorch, R, Scikit-learn","AWS, Azure, GCP, GraphQL, Kubernetes, SQL, Spark, Tableau",Bachelors,1.5,1.0,0.0,0.295,"Airflow, Docker, Excel, PyTorch, R, Scikit-learn"
FIT0452,"Airflow, Docker, JavaScript, PyTorch, SQL, Tableau, TensorFlow",,Bachelors,1.6,2.0,1.0,0.398,"Docker, JavaScript, PyTorch, Tableau, TensorFlow"
fit0453,"etl, git, node.js, python, rest, react, typescript","aws, gcp, graphql, hadoop, javascript, linux, pandas, power bi, sql",bachelors,0.7,0.0,0.0,0.171,"etl, git, node.js, python, rest, react, typescript"
FIT0454,"Excel, Node.js, Pandas, React, Tableau, TensorFlow","Airflow, Flask, Kubernetes, PyTorch, SQL",Bachelors,4.3,0.0,0.0,0.279,"Excel, Node.js, Pandas, React, Tableau, TensorFlow"
FIT0455,"Azure, ETL, Python, Scikit-learn, Spark","Azure, CI/CD, Git, GraphQL, Hadoop, Java, JavaScript, Power BI, Tableau, TensorFlow",Bachelors,2.7,1.0,0.0,0.331,"ETL, Python, Scikit-learn, Spark"
FIT0456,"Azure, ETL, JavaScript, Python, TensorFlow","AWS, Django, ETL, Git, Hadoop, Node.js, Power BI, SQL",Bachelors,0.0,1.0,0.0,0.25,"Azure, JavaScript, Python, TensorFlow"
FIT0457,"Azure, ETL, Kubernetes, Linux, NumPy, Spark, TypeScript","CI/CD, ETL, GCP, JavaScript, Linux, R, React",Bachelors,5.8,2.0,1.0,0.524,"Azure, Kubernetes, NumPy, Spark, TypeScript"
FIT0458,"Azure, ETL, GCP, Git, Kubernetes, Power BI, R, React","Azure, Django, Java, R",Bachelors,2.4,2.0,0.0,0.422,"ETL, GCP, Git, Kubernetes, Power BI, React"
FIT0459,"Docker, Flask, GCP, JavaScript, Power BI, Scikit-learn, TensorFlow","ETL, Flask, JavaScript, Power BI, React, SQL",Bachelors,3.9,3.0,1.0,0.567,"Docker, GCP, Scikit-learn, TensorFlow"
FIT0460,"Docker, ETL, Excel, Flask, Git, Kubernetes, REST, Scikit-learn","Airflow, Azure, Excel, NumPy",Masters,0.0,1.0,1.0,0.31,"Docker, ETL, Flask, Git, Kubernetes, REST, Scikit-learn"
FIT0461,"Azure, CI/CD, Django, Docker, Flask, SQL, Spark","Excel, Flask, JavaScript, NumPy, PyTorch, Python, SQL, Scikit-learn, Tableau",Bachelors,2.9,2.0,0.0,0.437,"Azure, CI/CD, Django, Docker, Spark"
FIT0462,"AWS, Django, JavaScript, R, Spark, TypeScript","ETL, Excel, GCP, GraphQL, Tableau",Bachelors,3.0,0.0,1.0,0.24,"AWS, Django, JavaScript, R, Spark, TypeScript"
FIT0463,"AWS, Airflow, GraphQL, Hadoop, SQL, TypeScript","Airflow, Excel, Hadoop, Java, JavaScript, Kubernetes, Linux, NumPy, TensorFlow",Bachelors,1.4,2.0,0.0,0.392,"AWS, GraphQL, SQL, TypeScript"
FIT0464,"Azure, ETL, Java, PyTorch, Python","AWS, Excel, Flask, Java",Bachelors,3.7,1.0,0.0,0.361,"Azure, ETL, PyTorch, Python"
FIT0465,"JavaScript, Power BI, PyTorch, REST, React","Power BI, React, Scikit-learn, TypeScript",Bachelors,0.0,,0.0,,"JavaScript, PyTorch, REST"
FIT0466,"Flask, GraphQL, Java, JavaScript, Kubernetes, TensorFlow","Airflow, Docker, ETL, JavaScript, Pandas, R, Scikit-learn, Spark, TypeScript",Masters,5.0,,1.0,0.46,"Flask, GraphQL, Java, Kubernetes, TensorFlow"
FIT0467,"CI/CD, ETL, GCP, GraphQL, Linux, NumPy, TensorFlow","Airflow, CI/CD, GraphQL, Hadoop, JavaScript, Pandas, SQL, Tableau",Masters,3.9,2.0,1.0,0.527,"ETL, GCP, Linux, NumPy, TensorFlow"
FIT0468,"AWS, GCP, Hadoop, Kubernetes, REST","Airflow, Django, Docker, Linux, NumPy, R",PhD,5.2,0.0,0.0,0.366,"AWS, GCP, Hadoop, Kubernetes, REST"
fit0469,"aws, airflow, azure, javascript, pandas, sql, tableau, typescript","ci/cd, hadoop, java, javascript, node.js, python, r, scikit-learn",none,3.8,1.0,1.0,0.364,"aws, airflow, azure, pandas, sql, tableau, typescript"
FIT0470,"Airflow, Docker, Flask, Node.js, NumPy, Scikit-learn","Azure, Django, Docker, ETL, Git, Node.js, REST, TypeScript",PhD,2.5,2.0,0.0,0.485,"Airflow, Flask, NumPy, Scikit-learn"
FIT0471,"Java, Pandas, Power BI, Python, REST, Tableau","Django, Hadoop, JavaScript, Linux",No Degree,2.8,0.0,0.0,0.234,"Java, Pandas, Power BI, Python, REST, Tableau"
FIT0472,"Docker, Flask, GraphQL, JavaScript, Pandas","Excel, Java, Kubernetes, Linux, Power BI, PyTorch, TensorFlow",Bachelors,4.8,0.0,0.0,0.294,"Docker, Flask, GraphQL, JavaScript, Pandas"
FIT0473,"AWS, Django, Excel, Flask, Pandas, PyTorch, SQL","Django, NumPy, Pandas, PyTorch, R, TensorFlow",Bachelors,5.8,3.0,1.0,0.624,"AWS, Excel, Flask, SQL"
FIT0474,"AWS, Airflow, GraphQL, R, React, SQL, Spark","AWS, Azure, CI/CD, Django, Power BI, SQL",Bachelors,2.4,2.0,0.0,0.422,"Airflow, GraphQL, R, React, Spark"
FIT0475,"Azure, Django, Docker, GCP, Pandas, SQL, Tableau","Excel, GraphQL, Java, Power BI, Scikit-learn",Bachelors,2.5,0.0,1.0,0.225,"Azure, Django, Docker, GCP, Pandas, SQL, Tableau"
FIT0476,"AWS, CI/CD, Hadoop, Linux, Pandas, Spark","Airflow, CI/CD, Flask, GCP, Java, Linux, Pandas, R, TypeScript",Bachelors,5.7,3.0,1.0,0.621,"AWS, Hadoop, Spark"
FIT0477,"ETL, Kubernetes, NumPy, Power BI, Python","CI/CD, Kubernetes, PyTorch, REST, Tableau",Masters,3.8,1.0,1.0,0.424,"ETL, NumPy, Power BI, Python"
FIT0478,"Flask, Git, Hadoop, NumPy, PyTorch, Scikit-learn, Tableau","Java, JavaScript, Kubernetes, Pandas, REST, React, TypeScript",Bachelors,3.2,0.0,0.0,,"Flask, Git, Hadoop, NumPy, PyTorch, Scikit-learn, Tableau"
FIT0479,"Airflow, Docker, Linux, REST, React","CI/CD, GCP, Kubernetes, Power BI, R, Scikit-learn, TensorFlow, TypeScript",Bachelors,0.8,0.0,0.0,0.174,"Airflow, Docker, Linux, REST, React"
FIT0480,"ETL, Git, Java, Pandas, PyTorch, REST, Scikit-learn","Azure, Kubernetes, PyTorch, Tableau",Masters,0.4,1.0,0.0,0.322,"ETL, Git, Java, Pandas, REST, Scikit-learn"
FIT0481,"AWS, Django, Kubernetes, Node.js, Power BI, R, Scikit-learn, TypeScript","Airflow, Azure, Django, Excel, GCP, Hadoop, Pandas, Spark",Masters,2.7,1.0,0.0,0.391,"AWS, Kubernetes, Node.js, Power BI, R, Scikit-learn, TypeScript"
FIT0482,,"Flask, Git, GraphQL, PyTorch",Bachelors,3.3,1.0,1.0,0.349,"AWS, Airflow, GCP, Node.js, Power BI, REST, Tableau"
FIT0483,"AWS, CI/CD, Git, Hadoop, Tableau, TensorFlow","GCP, GraphQL, JavaScript, Linux, PyTorch, Tableau",Masters,5.8,1.0,0.0,0.484,"AWS, CI/CD, Git, Hadoop, TensorFlow"
FIT0484,"GCP, Kubernetes, Python, React, Spark, Tableau, TensorFlow","GCP, Hadoop, Kubernetes, SQL, TensorFlow, TypeScript",Bachelors,3.6,3.0,0.0,0.558,"Python, React, Spark, Tableau"
FIT0485,"Java, JavaScript, Python, SQL, TensorFlow","AWS, Airflow, Django, Excel, GraphQL, JavaScript, Python",Masters,3.1,2.0,1.0,0.503,"Java, SQL, TensorFlow"
FIT0486,"Airflow, Django, Docker, NumPy, TypeScript","Airflow, Django, ETL, GCP, JavaScript, Linux, TensorFlow, TypeScript",Bachelors,0.7,3.0,1.0,0.471,"Docker, NumPy"
FIT0487,"AWS, Docker, Excel, GraphQL, Java, Pandas, TypeScript","CI/CD, Django, Hadoop, JavaScript, React",,5.1,0.0,0.0,0.363,"AWS, Docker, Excel, GraphQL, Java, Pandas, TypeScript"
FIT0488,,"Django, Git, Node.js, Scikit-learn, Spark",Bachelors,3.8,1.0,0.0,0.364,"Docker, Excel, GraphQL, Linux, Power BI, SQL, TypeScript"
FIT0489,"Docker, Flask, Power BI, Tableau, TypeScript","Django, Docker, GCP, JavaScript, Linux, Pandas, R, SQL, Tableau",Bachelors,7.4,2.0,0.0,0.572,"Flask, Power BI, TypeScript"
FIT0490,"Django, ETL, GraphQL, Hadoop, PyTorch, Python","Airflow, Excel, GCP, Linux, Python, TensorFlow",Bachelors,4.3,1.0,1.0,0.379,"Django, ETL, GraphQL, Hadoop, PyTorch"
FIT0491,"AWS, Airflow, ETL, GraphQL, Java, Pandas, Scikit-learn","Azure, Docker, ETL, Kubernetes, Linux, Pandas, R, SQL, TensorFlow",Bachelors,4.0,2.0,0.0,0.47,"AWS, Airflow, GraphQL, Java, Scikit-learn"
FIT0492,"Excel, Flask, Java, Node.js, Python, Scikit-learn","Excel, Java, JavaScript, NumPy, Tableau, TypeScript",Bachelors,4.0,2.0,0.0,0.47,"Flask, Node.js, Python, Scikit-learn"
FIT0493,"Airflow, Docker, Git, Hadoop, NumPy, Python","Airflow, Django, Hadoop, Linux, Pandas, Spark, Tableau",Masters,0.0,2.0,0.0,0.41,"Docker, Git, NumPy, Python"
FIT0494,"Airflow, Azure, ETL, NumPy, PyTorch, R, TypeScript","AWS, Power BI, Python, R, REST, React, Spark",Masters,1.0,1.0,1.0,0.34,"Airflow, Azure, ETL, NumPy, PyTorch, TypeScript"
FIT0495,"Airflow, Java, Kubernetes, Node.js, NumPy, Power BI, R","AWS, Docker, GCP, Git, Python, Tableau, TensorFlow",Bachelors,2.9,0.0,0.0,0.237,"Airflow, Java, Kubernetes, Node.js, NumPy, Power BI, R"
FIT0496,"GraphQL, Java, NumPy, REST, React, Scikit-learn, TensorFlow, TypeScript","Hadoop, JavaScript, Node.js, Pandas, React",Masters,6.8,1.0,1.0,0.514,"GraphQL, Java, NumPy, REST, Scikit-learn, TensorFlow, TypeScript"
FIT0497,"Airflow, Docker, Flask, GraphQL, Java, React","AWS, Azure, CI/CD, Excel, Git, Kubernetes, Node.js, SQL, Scikit-learn",Bachelors,5.4,0.0,0.0,0.312,"Airflow, Docker, Flask, GraphQL, Java, React"
FIT0498,"AWS, GraphQL, Pandas, REST, Tableau","Airflow, ETL, Java, JavaScript, Linux, NumPy, Tableau",PhD,6.4,1.0,1.0,,"AWS, GraphQL, Pandas, REST"
FIT0499,"Django, ETL, JavaScript, REST, Spark","AWS, Flask, GCP, Hadoop, JavaScript, NumPy, Pandas, Power BI",No Degree,6.3,1.0,1.0,0.439,"Django, ETL, REST, Spark"
